DeviceId:CISME0006669c1e8a
Filename:/msc/Data/d5c5r7_Oct20_1423.csv
pH Slope(m): 0.05897
pH Eo (b): -0.39247
cal. Buffer pH: 8.04100
cal. Buffer temp. 24.06105
Salinity: 35
O2 0 Phase: 60.42000
O2 0 Temp: 25.00000
O2 100 Phase: 27.38000
O2 100 Temp: 23.99000
O2 LED Current: 150.00000
O2 Pressure Cal: 976.00000
Total number of steps: 1
Step Number: 1
Time Threshold: 1800
O2 Threshold:   0
pH Threshold: 0.000
Flow Rate: 5000.000000
Light Level: 0.000000
Step No., Time(m), Total T(m), O2 percent Sat., O2 (umol/kg), ISFET pH, ISFET Temp,, pH raw (V), ISFET Temp raw (V), Battery (V), Phase O2, Amplitude O2
1,0.03, ,109.5,216.1,8.0531,27.86, ,0.084330,0.6847,12.06,25.81,34629
1,0.05, ,109.4,215.9,8.0499,27.86, ,0.084137,0.6847,12.04,25.82,34652
1,0.07, ,109.5,216.1,8.0487,27.86, ,0.084064,0.6847,12.05,25.81,34649
1,0.08, ,109.4,215.9,8.0476,27.86, ,0.084001,0.6847,12.06,25.82,34682
1,0.10, ,109.4,215.9,8.0483,27.86, ,0.084041,0.6847,12.06,25.82,34691
1,0.12, ,109.3,215.7,8.0475,27.86, ,0.083993,0.6847,12.06,25.83,34698
1,0.13, ,109.2,215.5,8.0480,27.86, ,0.084024,0.6847,12.05,25.84,34719
1,0.15, ,109.3,215.7,8.0468,27.86, ,0.083956,0.6847,12.05,25.83,34716
1,0.17, ,109.3,215.7,8.0469,27.86, ,0.083961,0.6847,12.07,25.83,34721
1,0.18, ,109.2,215.5,8.0476,27.86, ,0.084001,0.6847,12.06,25.84,34760
1,0.20, ,109.1,215.3,8.0477,27.86, ,0.084005,0.6847,12.05,25.85,34777
1,0.22, ,109.2,215.5,8.0478,27.86, ,0.084012,0.6847,12.05,25.84,34773
1,0.23, ,109.0,215.1,8.0473,27.86, ,0.083982,0.6846,12.05,25.86,34789
1,0.25, ,109.0,215.1,8.0466,27.86, ,0.083943,0.6846,12.05,25.86,34801
1,0.27, ,109.0,215.1,8.0468,27.86, ,0.083955,0.6847,12.05,25.86,34821
1,0.28, ,108.9,214.9,8.0456,27.86, ,0.083881,0.6846,12.05,25.87,34830
1,0.30, ,108.9,214.9,8.0468,27.87, ,0.083952,0.6846,12.06,25.87,34839
1,0.32, ,108.9,214.9,8.0453,27.87, ,0.083862,0.6846,12.06,25.87,34843
1,0.33, ,108.9,214.9,8.0458,27.87, ,0.083897,0.6846,12.05,25.87,34844
1,0.35, ,108.9,214.9,8.0460,27.87, ,0.083907,0.6846,12.06,25.87,34861
1,0.37, ,108.7,214.4,8.0454,27.87, ,0.083872,0.6846,12.07,25.89,34873
1,0.38, ,108.7,214.4,8.0453,27.87, ,0.083866,0.6846,12.06,25.89,34892
1,0.40, ,108.5,214.0,8.0459,27.87, ,0.083899,0.6846,12.05,25.91,34907
1,0.42, ,108.6,214.2,8.0455,27.87, ,0.083878,0.6846,12.06,25.90,34909
1,0.43, ,108.6,214.2,8.0450,27.87, ,0.083847,0.6846,12.07,25.90,34924
1,0.45, ,108.6,214.2,8.0443,27.87, ,0.083805,0.6846,12.05,25.90,34931
1,0.47, ,108.6,214.2,8.0455,27.87, ,0.083880,0.6846,12.07,25.90,34943
1,0.48, ,108.4,213.8,8.0453,27.87, ,0.083869,0.6846,12.05,25.92,34956
1,0.50, ,108.5,214.0,8.0439,27.87, ,0.083785,0.6846,12.06,25.91,34966
1,0.52, ,108.4,213.8,8.0442,27.87, ,0.083803,0.6846,12.05,25.92,34972
1,0.53, ,108.4,213.8,8.0451,27.87, ,0.083856,0.6846,12.05,25.92,34990
1,0.55, ,108.4,213.8,8.0437,27.87, ,0.083771,0.6846,12.06,25.92,34987
1,0.57, ,108.1,213.4,8.0433,27.87, ,0.083749,0.6846,12.06,25.94,35002
1,0.58, ,108.3,213.6,8.0442,27.87, ,0.083801,0.6846,12.05,25.93,35002
1,0.60, ,108.3,213.6,8.0440,27.87, ,0.083791,0.6845,12.06,25.93,35001
1,0.62, ,108.1,213.4,8.0434,27.87, ,0.083752,0.6845,12.05,25.94,35020
1,0.63, ,108.0,213.2,8.0440,27.87, ,0.083789,0.6845,12.07,25.95,35021
1,0.65, ,108.0,213.2,8.0427,27.87, ,0.083712,0.6845,12.04,25.95,35032
1,0.67, ,108.1,213.4,8.0427,27.87, ,0.083711,0.6845,12.05,25.94,35039
1,0.68, ,107.8,212.7,8.0427,27.87, ,0.083712,0.6845,12.05,25.97,35046
1,0.70, ,107.9,212.9,8.0419,27.87, ,0.083667,0.6845,12.05,25.96,35059
1,0.72, ,107.8,212.7,8.0417,27.87, ,0.083652,0.6845,12.05,25.97,35072
1,0.73, ,107.8,212.7,8.0425,27.87, ,0.083697,0.6845,12.06,25.97,35079
1,0.75, ,107.7,212.5,8.0420,27.87, ,0.083668,0.6845,12.06,25.98,35089
1,0.77, ,107.7,212.5,8.0412,27.87, ,0.083625,0.6845,12.04,25.98,35097
1,0.78, ,107.7,212.5,8.0408,27.87, ,0.083598,0.6845,12.06,25.98,35120
1,0.80, ,107.6,212.3,8.0411,27.87, ,0.083616,0.6845,12.05,25.99,35134
1,0.82, ,107.5,212.1,8.0426,27.87, ,0.083705,0.6845,12.04,26.00,35149
1,0.83, ,107.5,212.1,8.0406,27.87, ,0.083587,0.6845,12.06,26.00,35167
1,0.85, ,107.5,212.1,8.0412,27.87, ,0.083622,0.6845,12.06,26.00,35196
1,0.87, ,107.4,211.9,8.0402,27.87, ,0.083562,0.6845,12.06,26.01,35217
1,0.88, ,107.5,212.1,8.0403,27.87, ,0.083571,0.6845,12.06,26.00,35205
1,0.90, ,107.4,211.9,8.0400,27.87, ,0.083552,0.6845,12.07,26.01,35219
1,0.92, ,107.3,211.7,8.0400,27.87, ,0.083550,0.6844,12.05,26.02,35225
1,0.93, ,107.4,211.9,8.0406,27.87, ,0.083589,0.6845,12.05,26.01,35257
